=== Experiment Config ===
Scheduler: fifo
Backend: cycle_stub
Workload: synthetic
KeySwitchMethod: fast
Seed: 123
NumCards: 1
NumUsers: 1
EnableMultiCard: false
KeySwitchMultiBoardMode: auto
SyntheticRequestsPerUser: 1
SyntheticInterArrival: 300
SyntheticStartTime: 0
BurstBursts: 4
BurstRequestsPerUserPerBurst: 2
BurstIntraGap: 20
BurstInterGap: 1200
BurstStartTime: 0
BurstLevel: 1
NumPools: 1
PoolConfigSource: built-in default
TreeConfigSource: built-in default
HEParamsSource: built-in default
CSVOutput: results/metrics_fast.csv
DumpLogicalGraph: true
DumpRuntimePlan: true
=========================
  401  load_evalkey              334518    334700        182      6815744      6815744  262144
  402  mul_evalkey               334700    334961        261      6815744      7077888  0
  403  bconv                     334961    335516        555      7077888      6815744  2097152
  404  NTT                       335516    339624       4108      6815744      7077888  0
  405  load_evalkey              339624    339806        182      7077888      7077888  262144
  406  mul_evalkey               339806    340067        261      7077888      7340032  0
  407  load_evalkey              340067    340249        182      7340032      7340032  262144
  408  mul_evalkey               340249    340510        261      7340032      7602176  0
  409  accumulate                340510    340768        258      7602176      7340032  262144
  410  accumulate                340768    341026        258      7340032      7077888  262144
  411  bconv                     341026    341581        555      7077888      6815744  2097152
  412  NTT                       341581    345689       4108      6815744      7077888  0
  413  load_evalkey              345689    345871        182      7077888      7077888  262144
  414  mul_evalkey               345871    346132        261      7077888      7340032  0
  415  load_evalkey              346132    346314        182      7340032      7340032  262144
  416  mul_evalkey               346314    346575        261      7340032      7602176  0
  417  accumulate                346575    346833        258      7602176      7340032  262144
  418  accumulate                346833    347091        258      7340032      7077888  262144
  419  store_intermediate        347091    347274        183      7077888      6815744  524288
  420  bconv                     347274    347829        555      6815744      6291456  2097152
  421  NTT                       347829    351937       4108      6291456      6553600  0
  422  load_evalkey              351937    352119        182      6553600      6553600  262144
  423  mul_evalkey               352119    352380        261      6553600      6815744  0
  424  load_evalkey              352380    352562        182      6815744      6815744  262144
  425  mul_evalkey               352562    352823        261      6815744      7077888  0
  426  bconv                     352823    353378        555      7077888      6815744  2097152
  427  NTT                       353378    357486       4108      6815744      7077888  0
  428  load_evalkey              357486    357668        182      7077888      7077888  262144
  429  mul_evalkey               357668    357929        261      7077888      7340032  0
  430  load_evalkey              357929    358111        182      7340032      7340032  262144
  431  mul_evalkey               358111    358372        261      7340032      7602176  0
  432  accumulate                358372    358630        258      7602176      7340032  262144
  433  accumulate                358630    358888        258      7340032      7077888  262144
  434  bconv                     358888    359443        555      7077888      6815744  2097152
  435  NTT                       359443    363551       4108      6815744      7077888  0
  436  load_evalkey              363551    363733        182      7077888      7077888  262144
