scheduler,backend,workload,seed,num_users,num_cards,enable_multi_card,completed_requests,mean_latency,p95_latency,p99_latency,max_latency,total_throughput,total_reload_count,fairness_index,pool_config_source,tree_config_source,he_params_source,pool_config_mode,tree_config_mode,he_params_mode
fifo,cycle_stub,synthetic,123,1,1,false,1,9.54965e+06,9549650,9549650,9549650,1.04716e-07,1,1,built-in default,built-in default,built-in default,built-in,built-in,built-in
